id_pago,id_credito,fecha_pago,monto_pago
PAGO000559,CRED0071,2025-01-14,17448.15
PAGO000560,CRED0071,2025-02-09,11737.66
PAGO000561,CRED0071,2025-03-15,21336.18
PAGO000562,CRED0072,2025-06-16,27784.76
PAGO000563,CRED0072,2025-07-14,24365.83
PAGO000564,CRED0072,2025-08-21,26404.26
PAGO000565,CRED0072,2025-09-27,30735.45
PAGO000566,CRED0072,2025-10-29,42409.85
PAGO000567,CRED0073,2024-07-20,6425.91
PAGO000568,CRED0073,2024-08-27,4730.88
PAGO000569,CRED0073,2024-09-23,6707.29
PAGO000570,CRED0073,2024-10-31,6030.71
PAGO000571,CRED0073,2024-12-08,5365.43
PAGO000572,CRED0073,2025-01-14,4735.83
PAGO000573,CRED0073,2025-02-18,5089.74
PAGO000574,CRED0073,2025-03-29,7783.77
PAGO000575,CRED0074,2023-02-19,12861.8
PAGO000576,CRED0075,2023-04-14,16422.37
PAGO000577,CRED0075,2023-05-11,16390.33
PAGO000578,CRED0075,2023-06-14,18785.07
PAGO000579,CRED0075,2023-07-16,15961.39
PAGO000580,CRED0075,2023-08-15,14205.28
PAGO000581,CRED0075,2023-09-12,17312.81
PAGO000582,CRED0075,2023-10-13,19880.49
PAGO000583,CRED0075,2023-11-18,16084.74
PAGO000584,CRED0075,2023-12-17,15299.14
PAGO000585,CRED0075,2024-01-15,15433.91
PAGO000586,CRED0075,2024-02-14,17803.98
PAGO000587,CRED0075,2024-03-12,14894.66
PAGO000588,CRED0075,2024-04-21,23870.37
PAGO000589,CRED0076,2023-10-19,1576.23
PAGO000590,CRED0076,2023-11-23,1843.56
PAGO000591,CRED0076,2023-12-28,1384.46
PAGO000592,CRED0076,2024-01-24,1589.11
PAGO000593,CRED0076,2024-02-27,1652.22
PAGO000594,CRED0077,2025-02-01,2398.85
PAGO000595,CRED0077,2025-03-07,2355.23
PAGO000596,CRED0077,2025-04-02,1967.89
PAGO000597,CRED0077,2025-05-06,1986.88
PAGO000598,CRED0077,2025-06-02,2501.86
PAGO000599,CRED0077,2025-07-09,2356.16
PAGO000600,CRED0077,2025-08-04,2343.74
PAGO000601,CRED0077,2025-09-04,2221.08
PAGO000602,CRED0077,2025-10-14,2393.14
PAGO000603,CRED0077,2025-11-09,2344.49
PAGO000604,CRED0077,2025-12-14,2853.34
PAGO000605,CRED0077,2026-01-10,2396.18
PAGO000606,CRED0077,2026-02-09,1950.91
PAGO000607,CRED0077,2026-03-20,2861.57
PAGO000608,CRED0077,2026-04-19,2261.62
PAGO000609,CRED0077,2026-05-23,2284.12
PAGO000610,CRED0077,2026-06-27,2562.99
PAGO000611,CRED0077,2026-07-23,2668.54
PAGO000612,CRED0077,2026-08-27,1976.52
PAGO000613,CRED0077,2026-09-24,2447.29
PAGO000614,CRED0077,2026-10-31,2185.32
PAGO000615,CRED0077,2026-11-29,2232.4
PAGO000616,CRED0077,2026-12-28,2790.54
PAGO000617,CRED0077,2027-01-31,3063.27
PAGO000618,CRED0079,2023-12-29,69522.03
PAGO000619,CRED0080,2024-02-02,19194.09
PAGO000620,CRED0080,2024-02-29,18053.57
PAGO000621,CRED0080,2024-04-07,17115.17
PAGO000622,CRED0080,2024-05-02,16119.77
PAGO000623,CRED0080,2024-06-01,20135.54
PAGO000624,CRED0080,2024-07-06,11725.4
PAGO000625,CRED0081,2024-06-22,5193.69
PAGO000626,CRED0081,2024-07-19,5578.14
PAGO000627,CRED0081,2024-08-16,6092.99
PAGO000628,CRED0081,2024-09-11,6467.75
PAGO000629,CRED0081,2024-10-10,6310.59
PAGO000630,CRED0081,2024-11-08,5253.66
PAGO000631,CRED0081,2024-12-08,6611.72
PAGO000632,CRED0081,2025-01-03,5857.72
PAGO000633,CRED0081,2025-02-04,7215.28
PAGO000634,CRED0081,2025-03-10,6687.55
PAGO000635,CRED0081,2025-04-18,5428.01
PAGO000636,CRED0081,2025-05-20,6194.59
PAGO000637,CRED0082,2023-04-20,15183.77
PAGO000638,CRED0082,2023-05-29,17036.15
PAGO000639,CRED0082,2023-07-02,19226.11
PAGO000640,CRED0082,2023-08-09,20528.17
PAGO000641,CRED0082,2023-09-09,19386.22
PAGO000642,CRED0082,2023-10-08,19882.72
PAGO000643,CRED0082,2023-11-03,18278.38
PAGO000644,CRED0082,2023-12-09,17678.8
PAGO000645,CRED0082,2024-01-06,18764.35
PAGO000646,CRED0082,2024-02-03,7048.78
PAGO000647,CRED0083,2025-01-16,42947.49
PAGO000648,CRED0084,2023-03-20,11508.89
PAGO000649,CRED0084,2023-04-27,11210.71
PAGO000650,CRED0084,2023-05-29,15096.35
PAGO000651,CRED0084,2023-07-04,15706.11
PAGO000652,CRED0084,2023-08-11,11004.6
PAGO000653,CRED0084,2023-09-16,11982.84
PAGO000654,CRED0084,2023-10-13,12728.54
PAGO000655,CRED0084,2023-11-07,12427.18
PAGO000656,CRED0084,2023-12-05,15216.8
PAGO000657,CRED0084,2024-01-09,17107.54
PAGO000658,CRED0085,2024-08-24,7229.0
PAGO000659,CRED0085,2024-10-03,6680.58
PAGO000660,CRED0085,2024-11-01,6836.11
PAGO000661,CRED0085,2024-12-11,6067.37
PAGO000662,CRED0085,2025-01-05,4160.6
PAGO000663,CRED0087,2024-07-27,1883.34
PAGO000664,CRED0087,2024-09-03,1457.92
PAGO000665,CRED0087,2024-10-07,1545.25
PAGO000666,CRED0087,2024-11-04,1414.11
PAGO000667,CRED0087,2024-12-12,2331.5
PAGO000668,CRED0088,2025-07-12,16925.32
PAGO000669,CRED0088,2025-08-06,15333.71
PAGO000670,CRED0088,2025-09-07,15838.18
PAGO000671,CRED0088,2025-10-11,10162.57
PAGO000672,CRED0089,2024-02-24,13023.73
PAGO000673,CRED0089,2024-04-02,12714.2
PAGO000674,CRED0089,2024-04-29,17857.33
PAGO000675,CRED0091,2024-11-03,9304.58
PAGO000676,CRED0091,2024-11-28,7443.0
PAGO000677,CRED0091,2025-01-07,6362.82
PAGO000678,CRED0091,2025-02-13,9281.87
PAGO000679,CRED0091,2025-03-18,8554.15
PAGO000680,CRED0091,2025-04-23,8682.44
PAGO000681,CRED0091,2025-05-29,6978.05
PAGO000682,CRED0091,2025-06-26,8629.45
PAGO000683,CRED0091,2025-07-31,6642.66
PAGO000684,CRED0091,2025-09-05,7927.36
PAGO000685,CRED0091,2025-10-05,8812.79
PAGO000686,CRED0091,2025-11-13,9281.19
PAGO000687,CRED0091,2025-12-23,8194.27
PAGO000688,CRED0091,2026-01-21,6423.74
PAGO000689,CRED0091,2026-03-01,6342.43
PAGO000690,CRED0091,2026-04-01,6363.67
PAGO000691,CRED0091,2026-05-02,8985.3
PAGO000692,CRED0091,2026-06-06,9133.45
PAGO000693,CRED0091,2026-07-13,9307.04
PAGO000694,CRED0091,2026-08-22,7016.0
PAGO000695,CRED0091,2026-09-22,7118.12
PAGO000696,CRED0091,2026-10-18,8923.05
PAGO000697,CRED0091,2026-11-22,3326.66
PAGO000698,CRED0092,2025-12-04,14676.69
PAGO000699,CRED0092,2026-01-10,16521.73
PAGO000700,CRED0092,2026-02-16,14086.99
PAGO000701,CRED0092,2026-03-18,14940.19
PAGO000702,CRED0093,2023-10-18,4826.44
PAGO000703,CRED0093,2023-11-20,3425.83
PAGO000704,CRED0094,2024-01-22,6531.67
PAGO000705,CRED0094,2024-02-21,6388.66
PAGO000706,CRED0094,2024-03-27,5277.13
PAGO000707,CRED0094,2024-05-01,6678.41
PAGO000708,CRED0094,2024-06-04,6138.79
PAGO000709,CRED0094,2024-07-12,5437.87
PAGO000710,CRED0094,2024-08-20,5901.94
PAGO000711,CRED0094,2024-09-15,6843.79
PAGO000712,CRED0094,2024-10-21,7272.51
PAGO000713,CRED0095,2024-10-14,13607.39
PAGO000714,CRED0095,2024-11-09,10115.04
PAGO000715,CRED0095,2024-12-16,12837.21
PAGO000716,CRED0096,2024-11-20,6367.92
PAGO000717,CRED0096,2024-12-15,5092.56
PAGO000718,CRED0096,2025-01-23,4835.93
PAGO000719,CRED0096,2025-02-19,5314.09
PAGO000720,CRED0096,2025-03-27,5613.92
PAGO000721,CRED0096,2025-04-22,6191.3
PAGO000722,CRED0096,2025-05-31,7008.21
PAGO000723,CRED0096,2025-07-06,5808.3
PAGO000724,CRED0096,2025-08-02,6117.22
PAGO000725,CRED0096,2025-09-07,5699.2
PAGO000726,CRED0096,2025-10-10,5346.46
PAGO000727,CRED0096,2025-11-07,4814.81
PAGO000728,CRED0096,2025-12-07,5939.26
PAGO000729,CRED0096,2026-01-13,6924.36
PAGO000730,CRED0096,2026-02-10,5375.37
PAGO000731,CRED0096,2026-03-15,6426.45
PAGO000732,CRED0096,2026-04-15,7121.2
PAGO000733,CRED0096,2026-05-19,6402.55
PAGO000734,CRED0096,2026-06-28,5228.97
PAGO000735,CRED0096,2026-07-27,6780.06
PAGO000736,CRED0096,2026-09-04,5163.56
PAGO000737,CRED0096,2026-10-13,7142.0
PAGO000738,CRED0097,2025-09-26,24903.75
PAGO000739,CRED0097,2025-11-01,22593.68
PAGO000740,CRED0097,2025-12-05,24109.56
PAGO000741,CRED0097,2026-01-04,22612.6
PAGO000742,CRED0097,2026-02-03,23295.42
PAGO000743,CRED0097,2026-03-07,7563.47
PAGO000744,CRED0098,2023-07-23,6092.18
PAGO000745,CRED0098,2023-09-01,5518.97
PAGO000746,CRED0098,2023-10-07,6720.45
PAGO000747,CRED0098,2023-11-05,7114.14
PAGO000748,CRED0098,2023-12-02,5626.46
PAGO000749,CRED0098,2024-01-08,8169.97
PAGO000750,CRED0098,2024-02-17,6879.22
PAGO000751,CRED0098,2024-03-26,7689.91
PAGO000752,CRED0098,2024-04-22,5788.74
PAGO000753,CRED0098,2024-05-27,7196.92
PAGO000754,CRED0098,2024-07-05,6716.17
PAGO000755,CRED0098,2024-08-10,8197.64
PAGO000756,CRED0099,2023-08-10,10798.31
PAGO000757,CRED0099,2023-09-08,12038.78
PAGO000758,CRED0099,2023-10-04,14012.26
PAGO000759,CRED0099,2023-11-02,11402.87
PAGO000760,CRED0099,2023-12-02,11494.61
PAGO000761,CRED0099,2024-01-03,11610.23
PAGO000762,CRED0099,2024-02-06,14084.23
PAGO000763,CRED0099,2024-03-10,10869.27
PAGO000764,CRED0099,2024-04-12,10517.25
PAGO000765,CRED0099,2024-05-16,12938.54
PAGO000766,CRED0099,2024-06-12,16328.31
PAGO000767,CRED0100,2024-05-05,11979.39
PAGO000768,CRED0100,2024-06-09,15807.2
PAGO000769,CRED0100,2024-07-05,15711.03
PAGO000770,CRED0100,2024-07-30,11573.6
PAGO000771,CRED0100,2024-09-01,14742.83
PAGO000772,CRED0100,2024-10-09,14559.2
PAGO000773,CRED0100,2024-11-03,13891.49
PAGO000774,CRED0100,2024-12-07,14691.55
PAGO000775,CRED0100,2025-01-10,13807.56
PAGO000776,CRED0100,2025-02-16,12775.94
PAGO000777,CRED0100,2025-03-15,14951.28
PAGO000778,CRED0100,2025-04-14,12337.78
PAGO000779,CRED0101,2025-09-30,8775.08
PAGO000780,CRED0101,2025-10-29,9207.3
PAGO000781,CRED0101,2025-12-03,10885.93
PAGO000782,CRED0101,2026-01-08,11846.14
PAGO000783,CRED0101,2026-02-06,10991.3
PAGO000784,CRED0101,2026-03-06,9233.31
PAGO000785,CRED0101,2026-04-14,8450.6
PAGO000786,CRED0101,2026-05-23,8949.85
PAGO000787,CRED0101,2026-06-20,11241.86
PAGO000788,CRED0102,2024-03-04,24446.73
PAGO000789,CRED0102,2024-04-11,19189.84
PAGO000790,CRED0102,2024-05-11,24014.11
PAGO000791,CRED0102,2024-06-15,18691.07
PAGO000792,CRED0102,2024-07-15,21323.65
PAGO000793,CRED0102,2024-08-23,21327.87
PAGO000794,CRED0102,2024-09-26,20375.91
PAGO000795,CRED0103,2023-11-29,41770.99
PAGO000796,CRED0104,2025-06-19,3833.81
PAGO000797,CRED0104,2025-07-25,4721.02
PAGO000798,CRED0106,2025-08-22,1495.54
PAGO000799,CRED0106,2025-09-19,1810.37
PAGO000800,CRED0106,2025-10-22,2031.24
PAGO000801,CRED0106,2025-11-28,1761.97
PAGO000802,CRED0106,2026-01-04,1527.55
PAGO000803,CRED0106,2026-02-04,1759.43
PAGO000804,CRED0106,2026-03-10,1544.21
PAGO000805,CRED0106,2026-04-18,2058.72
PAGO000806,CRED0106,2026-05-21,2104.08
PAGO000807,CRED0106,2026-06-18,1585.27
PAGO000808,CRED0106,2026-07-16,1782.8
PAGO000809,CRED0106,2026-08-20,1904.88
PAGO000810,CRED0106,2026-09-25,2051.69
PAGO000811,CRED0106,2026-10-26,1938.12
PAGO000812,CRED0106,2026-12-02,1861.87
PAGO000813,CRED0106,2026-12-28,1518.43
PAGO000814,CRED0106,2027-02-01,2088.18
PAGO000815,CRED0106,2027-03-12,1600.37
PAGO000816,CRED0106,2027-04-10,1733.69
PAGO000817,CRED0106,2027-05-15,1610.47
PAGO000818,CRED0106,2027-06-18,3329.1
PAGO000819,CRED0107,2024-11-10,9652.72
PAGO000820,CRED0107,2024-12-14,9433.74
PAGO000821,CRED0107,2025-01-08,9027.65
PAGO000822,CRED0107,2025-02-05,11358.71
PAGO000823,CRED0107,2025-03-11,10660.61
PAGO000824,CRED0107,2025-04-05,9898.84
PAGO000825,CRED0107,2025-05-08,11309.81
PAGO000826,CRED0107,2025-06-09,10373.37
PAGO000827,CRED0107,2025-07-19,8273.51
PAGO000828,CRED0107,2025-08-25,8186.84
PAGO000829,CRED0107,2025-09-26,7743.89
PAGO000830,CRED0107,2025-10-24,8350.78
PAGO000831,CRED0107,2025-12-02,8819.28
PAGO000832,CRED0107,2025-12-31,9197.67
PAGO000833,CRED0107,2026-01-31,9187.82
PAGO000834,CRED0107,2026-03-12,10950.54
PAGO000835,CRED0107,2026-04-07,10313.81
PAGO000836,CRED0107,2026-05-08,9761.53
PAGO000837,CRED0107,2026-06-17,9626.56
PAGO000838,CRED0107,2026-07-22,11270.23
PAGO000839,CRED0107,2026-08-30,11100.37
PAGO000840,CRED0107,2026-10-04,5149.47
PAGO000841,CRED0108,2025-06-22,16881.56
PAGO000842,CRED0108,2025-07-24,17549.52
PAGO000843,CRED0108,2025-08-27,17132.62
PAGO000844,CRED0108,2025-09-30,21339.46
PAGO000845,CRED0108,2025-10-31,20716.23
PAGO000846,CRED0108,2025-12-10,17842.4
PAGO000847,CRED0108,2026-01-15,23297.18
PAGO000848,CRED0109,2025-09-29,6789.31
PAGO000849,CRED0109,2025-11-05,7345.16
PAGO000850,CRED0109,2025-12-12,7148.87
PAGO000851,CRED0109,2026-01-10,5809.78
PAGO000852,CRED0109,2026-02-13,7496.22
PAGO000853,CRED0109,2026-03-12,5951.6
PAGO000854,CRED0109,2026-04-20,3848.18
PAGO000855,CRED0110,2024-08-20,9472.52
PAGO000856,CRED0110,2024-09-22,9824.47
PAGO000857,CRED0110,2024-10-25,7159.02
PAGO000858,CRED0110,2024-11-26,7511.35
PAGO000859,CRED0110,2024-12-28,8836.07
PAGO000860,CRED0110,2025-01-23,7034.83
PAGO000861,CRED0110,2025-02-27,9102.07
PAGO000862,CRED0110,2025-03-27,8980.93
PAGO000863,CRED0110,2025-04-25,6716.56
PAGO000864,CRED0110,2025-05-25,9102.29
PAGO000865,CRED0111,2024-08-15,5702.17
PAGO000866,CRED0111,2024-09-18,6017.71
PAGO000867,CRED0111,2024-10-14,7538.93
PAGO000868,CRED0111,2024-11-10,6876.18
PAGO000869,CRED0111,2024-12-12,6572.47
PAGO000870,CRED0111,2025-01-07,7552.65
PAGO000871,CRED0111,2025-02-06,6268.45
PAGO000872,CRED0111,2025-03-08,7606.3
PAGO000873,CRED0111,2025-04-03,7770.27
PAGO000874,CRED0111,2025-05-10,2908.25
PAGO000875,CRED0112,2024-12-18,16169.05
PAGO000876,CRED0112,2025-01-21,15702.95
PAGO000877,CRED0112,2025-02-15,12545.97
PAGO000878,CRED0112,2025-03-15,15985.23
PAGO000879,CRED0112,2025-04-19,7829.14
PAGO000880,CRED0113,2024-05-18,5624.03
PAGO000881,CRED0113,2024-06-27,6389.06
PAGO000882,CRED0113,2024-07-26,6304.58
PAGO000883,CRED0113,2024-09-03,5025.95
PAGO000884,CRED0113,2024-10-01,5153.87
PAGO000885,CRED0113,2024-11-09,5856.19
PAGO000886,CRED0113,2024-12-09,4453.77
PAGO000887,CRED0113,2025-01-13,6171.26
PAGO000888,CRED0113,2025-02-13,4810.7
PAGO000889,CRED0113,2025-03-22,6251.36
PAGO000890,CRED0113,2025-04-26,4614.43
PAGO000891,CRED0113,2025-05-24,4831.23
PAGO000892,CRED0113,2025-06-22,5478.42
PAGO000893,CRED0113,2025-07-24,4437.73
PAGO000894,CRED0113,2025-08-30,4943.43
PAGO000895,CRED0113,2025-10-02,6532.29
PAGO000896,CRED0113,2025-11-05,5710.63
PAGO000897,CRED0113,2025-11-30,5001.0
PAGO000898,CRED0113,2026-01-05,5954.55
PAGO000899,CRED0113,2026-01-31,7021.12
PAGO000900,CRED0114,2025-05-29,4879.41
PAGO000901,CRED0114,2025-07-02,5457.27
PAGO000902,CRED0114,2025-08-05,4802.58
PAGO000903,CRED0114,2025-09-06,4501.52
PAGO000904,CRED0114,2025-10-05,5027.01
PAGO000905,CRED0114,2025-11-13,5573.8
PAGO000906,CRED0114,2025-12-19,4900.56
PAGO000907,CRED0114,2026-01-28,5593.31
PAGO000908,CRED0114,2026-02-28,5602.45
PAGO000909,CRED0114,2026-03-27,4374.78
PAGO000910,CRED0115,2024-03-29,19597.8
PAGO000911,CRED0115,2024-04-26,27555.3
PAGO000912,CRED0116,2023-03-12,9147.06
PAGO000913,CRED0116,2023-04-10,8990.8
PAGO000914,CRED0116,2023-05-19,8790.19
PAGO000915,CRED0116,2023-06-19,11285.22
PAGO000916,CRED0116,2023-07-29,8685.11
PAGO000917,CRED0116,2023-09-06,11666.42
PAGO000918,CRED0116,2023-10-15,8855.42
PAGO000919,CRED0116,2023-11-22,10204.76
PAGO000920,CRED0116,2023-12-18,10628.43
PAGO000921,CRED0116,2024-01-21,11311.64
PAGO000922,CRED0116,2024-02-27,9364.3
PAGO000923,CRED0116,2024-03-23,11405.2
PAGO000924,CRED0116,2024-04-19,8495.49
PAGO000925,CRED0116,2024-05-25,11216.54
PAGO000926,CRED0116,2024-06-20,12189.33
PAGO000927,CRED0116,2024-07-17,12403.47
PAGO000928,CRED0116,2024-08-26,8439.18
PAGO000929,CRED0116,2024-10-03,9054.95
PAGO000930,CRED0116,2024-11-01,11488.37
PAGO000931,CRED0116,2024-12-09,9862.76
PAGO000932,CRED0116,2025-01-15,10170.45
PAGO000933,CRED0116,2025-02-21,9867.68
PAGO000934,CRED0116,2025-03-22,15314.02
PAGO000935,CRED0117,2023-02-12,9600.5
PAGO000936,CRED0117,2023-03-13,10321.7
PAGO000937,CRED0117,2023-04-14,10726.43
PAGO000938,CRED0117,2023-05-09,7189.47
PAGO000939,CRED0118,2024-04-26,8618.43
PAGO000940,CRED0118,2024-06-02,9563.15
PAGO000941,CRED0118,2024-07-04,8334.51
PAGO000942,CRED0118,2024-08-02,7707.97
PAGO000943,CRED0118,2024-08-30,6883.43
PAGO000944,CRED0118,2024-10-07,8857.15
PAGO000945,CRED0118,2024-11-01,7589.48
PAGO000946,CRED0118,2024-11-28,7116.06
PAGO000947,CRED0118,2024-12-24,8286.47
PAGO000948,CRED0118,2025-01-19,11722.18
PAGO000949,CRED0119,2025-04-06,3295.92
PAGO000950,CRED0119,2025-05-07,3722.17
PAGO000951,CRED0119,2025-06-02,2892.1
PAGO000952,CRED0119,2025-07-06,3019.16
PAGO000953,CRED0119,2025-08-10,3483.1
PAGO000954,CRED0119,2025-09-14,3857.97
PAGO000955,CRED0120,2025-09-14,20327.4
PAGO000956,CRED0120,2025-10-16,16432.16
PAGO000957,CRED0120,2025-11-18,14031.54
PAGO000958,CRED0120,2025-12-18,17878.46
PAGO000959,CRED0120,2026-01-25,17400.91
PAGO000960,CRED0120,2026-02-20,20236.14
PAGO000961,CRED0120,2026-03-29,18966.49
PAGO000962,CRED0120,2026-05-03,18357.18
PAGO000963,CRED0120,2026-06-10,14632.44
PAGO000964,CRED0120,2026-07-17,14868.43
PAGO000965,CRED0120,2026-08-26,15257.1
PAGO000966,CRED0120,2026-09-27,15664.02
PAGO000967,CRED0120,2026-10-26,19102.47
PAGO000968,CRED0120,2026-11-21,17445.4
PAGO000969,CRED0120,2026-12-29,14709.77
PAGO000970,CRED0121,2025-04-16,6609.67
PAGO000971,CRED0121,2025-05-13,8766.23
PAGO000972,CRED0121,2025-06-18,6277.07
PAGO000973,CRED0121,2025-07-19,6154.29
PAGO000974,CRED0121,2025-08-25,8020.6
PAGO000975,CRED0121,2025-09-20,8620.42
PAGO000976,CRED0121,2025-10-21,8413.52
PAGO000977,CRED0121,2025-11-21,7437.8
PAGO000978,CRED0121,2025-12-26,7196.93
PAGO000979,CRED0122,2025-06-26,4808.81
PAGO000980,CRED0122,2025-07-24,6031.54
PAGO000981,CRED0122,2025-09-02,5627.98
PAGO000982,CRED0123,2025-03-17,4729.32
PAGO000983,CRED0123,2025-04-18,5036.07
PAGO000984,CRED0123,2025-05-22,4697.8
PAGO000985,CRED0123,2025-06-27,4555.25
PAGO000986,CRED0123,2025-08-02,4958.59
PAGO000987,CRED0123,2025-09-11,4866.21
PAGO000988,CRED0123,2025-10-21,5449.57
PAGO000989,CRED0123,2025-11-25,5750.9
PAGO000990,CRED0123,2025-12-31,4564.13
PAGO000991,CRED0123,2026-01-26,5056.68
PAGO000992,CRED0123,2026-02-27,5409.37
PAGO000993,CRED0123,2026-03-24,4125.68
PAGO000994,CRED0124,2024-08-22,14547.62
PAGO000995,CRED0124,2024-09-29,12946.0
PAGO000996,CRED0124,2024-10-30,13141.58
PAGO000997,CRED0124,2024-12-06,14494.87
PAGO000998,CRED0124,2025-01-07,14097.28
PAGO000999,CRED0124,2025-02-11,12732.42
PAGO001000,CRED0124,2025-03-23,16732.55
PAGO001001,CRED0124,2025-05-02,13880.28
PAGO001002,CRED0124,2025-06-07,12235.72
PAGO001003,CRED0124,2025-07-17,12319.09
PAGO001004,CRED0124,2025-08-12,17986.0
PAGO001005,CRED0125,2025-09-20,2078.15
PAGO001006,CRED0125,2025-10-15,1878.9
PAGO001007,CRED0125,2025-11-16,1610.64
PAGO001008,CRED0125,2025-12-15,2220.83
PAGO001009,CRED0127,2023-04-04,3040.95
PAGO001010,CRED0127,2023-05-14,3065.8
PAGO001011,CRED0127,2023-06-08,2313.35
PAGO001012,CRED0127,2023-07-16,2319.39
PAGO001013,CRED0127,2023-08-18,2923.36
PAGO001014,CRED0127,2023-09-21,2325.49
PAGO001015,CRED0127,2023-10-29,3235.13
PAGO001016,CRED0127,2023-11-28,3833.83
PAGO001017,CRED0128,2024-06-02,4798.54
PAGO001018,CRED0128,2024-07-05,6028.16
PAGO001019,CRED0128,2024-08-07,5984.74
PAGO001020,CRED0128,2024-09-03,4601.36
PAGO001021,CRED0129,2025-09-09,9943.53
PAGO001022,CRED0129,2025-10-11,10195.16
PAGO001023,CRED0129,2025-11-07,11763.29
PAGO001024,CRED0129,2025-12-03,9279.92
PAGO001025,CRED0129,2026-01-09,10537.35
PAGO001026,CRED0129,2026-02-18,9114.2
PAGO001027,CRED0129,2026-03-15,11980.98
PAGO001028,CRED0129,2026-04-11,11081.2
PAGO001029,CRED0129,2026-05-19,15840.78
PAGO001030,CRED0130,2023-09-22,36427.85
PAGO001031,CRED0130,2023-10-18,24819.32
PAGO001032,CRED0131,2023-03-24,23196.19
PAGO001033,CRED0131,2023-05-03,19567.28
PAGO001034,CRED0131,2023-05-30,23128.48
PAGO001035,CRED0131,2023-07-02,24979.86
PAGO001036,CRED0131,2023-07-28,18776.86
PAGO001037,CRED0131,2023-09-01,17366.49
PAGO001038,CRED0131,2023-10-02,22289.36
PAGO001039,CRED0131,2023-11-08,25234.57
PAGO001040,CRED0131,2023-12-12,18631.22
PAGO001041,CRED0131,2024-01-13,22114.11
PAGO001042,CRED0131,2024-02-19,23064.77
PAGO001043,CRED0131,2024-03-25,20124.52
PAGO001044,CRED0132,2025-04-22,21302.16
PAGO001045,CRED0132,2025-05-19,19808.9
PAGO001046,CRED0132,2025-06-24,16267.43
PAGO001047,CRED0132,2025-08-01,17680.92
PAGO001048,CRED0132,2025-08-28,18539.95
PAGO001049,CRED0132,2025-10-04,23516.97
PAGO001050,CRED0132,2025-11-08,16076.76
PAGO001051,CRED0132,2025-12-11,22048.62
PAGO001052,CRED0132,2026-01-19,19728.19
PAGO001053,CRED0132,2026-02-24,23056.33
PAGO001054,CRED0133,2024-06-11,1431.85
PAGO001055,CRED0133,2024-07-18,1154.89
PAGO001056,CRED0133,2024-08-21,1549.33
PAGO001057,CRED0133,2024-09-17,1152.86
PAGO001058,CRED0133,2024-10-16,1317.85
PAGO001059,CRED0133,2024-11-14,1517.0
PAGO001060,CRED0133,2024-12-19,1307.16
PAGO001061,CRED0133,2025-01-15,1110.31
PAGO001062,CRED0133,2025-02-18,1917.41
PAGO001063,CRED0134,2023-10-05,30225.33
PAGO001064,CRED0134,2023-11-01,31449.74
PAGO001065,CRED0134,2023-12-10,46157.95
PAGO001066,CRED0135,2026-01-26,8645.69
PAGO001067,CRED0135,2026-02-22,9538.25
PAGO001068,CRED0135,2026-03-29,10518.15
PAGO001069,CRED0135,2026-04-23,8026.92
PAGO001070,CRED0136,2024-12-29,615.65
PAGO001071,CRED0136,2025-01-30,759.55
PAGO001072,CRED0136,2025-03-01,793.02
PAGO001073,CRED0136,2025-03-31,784.96
PAGO001074,CRED0137,2025-07-06,10646.51
PAGO001075,CRED0137,2025-08-02,9254.73
PAGO001076,CRED0137,2025-09-04,12126.39
PAGO001077,CRED0138,2025-07-10,7433.87
PAGO001078,CRED0139,2025-10-17,6539.59
PAGO001079,CRED0139,2025-11-26,7550.3
PAGO001080,CRED0139,2025-12-27,7154.57
PAGO001081,CRED0139,2026-01-25,6708.61
PAGO001082,CRED0139,2026-03-03,6788.84
PAGO001083,CRED0139,2026-04-09,8162.37
PAGO001084,CRED0139,2026-05-14,7103.23
PAGO001085,CRED0139,2026-06-21,8195.55
PAGO001086,CRED0139,2026-07-20,6696.32
PAGO001087,CRED0139,2026-08-20,7216.13
PAGO001088,CRED0139,2026-09-19,8629.56
PAGO001089,CRED0139,2026-10-24,6670.16
PAGO001090,CRED0139,2026-12-03,8638.84
PAGO001091,CRED0139,2027-01-04,6770.41
PAGO001092,CRED0139,2027-02-06,8198.52
PAGO001093,CRED0139,2027-03-15,6884.31
PAGO001094,CRED0139,2027-04-15,5805.68
PAGO001095,CRED0140,2024-11-21,21309.97
PAGO001096,CRED0140,2024-12-30,31257.5
PAGO001097,CRED0141,2025-08-11,4019.22
PAGO001098,CRED0141,2025-09-07,4001.74
PAGO001099,CRED0141,2025-10-15,3794.5
PAGO001100,CRED0141,2025-11-13,3738.22
PAGO001101,CRED0141,2025-12-15,3197.86
PAGO001102,CRED0141,2026-01-13,3854.49
PAGO001103,CRED0141,2026-02-19,2944.15
PAGO001104,CRED0141,2026-03-31,3665.69
PAGO001105,CRED0141,2026-05-08,3610.9
PAGO001106,CRED0141,2026-06-13,3835.18
PAGO001107,CRED0141,2026-07-10,2994.41
PAGO001108,CRED0141,2026-08-11,3772.67
PAGO001109,CRED0141,2026-09-16,3075.28
PAGO001110,CRED0141,2026-10-12,3638.69
PAGO001111,CRED0141,2026-11-18,4211.62
PAGO001112,CRED0141,2026-12-23,4210.06
PAGO001113,CRED0141,2027-01-30,2989.55
PAGO001114,CRED0141,2027-02-27,3206.45
PAGO001115,CRED0141,2027-03-31,3471.97
PAGO001116,CRED0141,2027-05-07,2746.21
PAGO001117,CRED0142,2025-03-17,6763.87
